construction_opaque_id,surface_type,construction_type_name,author,old_type_code,intended_surface_type,standards_construction_type,type_index,climate_zone,rsi_k_m2_per_w,description,material_opaque_id_layers,material_desciptions,Code
186,BG-ROOF,BTAP-GroundContactRoof-Mass-2,BTAP,2,GroundContactRoof,Mass,2,Zone 8,4.76,"Cast in Place Concrete Slab Roof , 7.5"" thick, 200 PSI with Interior Insulation","110,111,112,113,144,143,114,85,109,115","C.I.P. forms elevated slab floor hung from steel beams, including shoring, erection, bracing
C.I.P. forms elevated slab edge forms, including shoring, erection, bracing
Reinforcing steel for elevated slabs and ceilings/roofa, grade 60, all assembly and accessories
Structural concrete, 3000 PSI, complete delivered and pum,ped in place
Structural concrete, placing, elevated slab, pumped, 6\"" to 10\"" thick, includes leveling (strike off) & consolidation
Concrete finishing, specified Random Access Floors ACI Classes 1, 2, 3 & 4,
Concrete surface treatment, curing, sprayed membrane compound
XPS, 25 PSI, 3"" RSI 2.64 modified to 1x 3"" sheet and 1x 2.25"" sheet RSI 4.63
Roof Insulation fastening, 4"" screws
Sprayed fireproofing, vermiculite cement, 0.25""
",NECB_2011
187,BG-WALL,BTAP-GroundContactWall-Mass-1,BTAP,1,GroundContactWall,Mass,1,Zone 4,1.76,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted Exterior Insulation","24,25,26,27,28,40","Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout
masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally
masonry #5 and #6 reinforcing bars placed vertically
Control joint, PVC
Grout, 8"" thick including pumping
XPS, 25 PSI, 2"" RSI 1.76
",NECB_2011
188,BG-WALL,BTAP-GroundContactWall-Mass-1,BTAP,1,GroundContactWall,Mass,1,Zone 5,2.64,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted Exterior Insulation","24,25,26,27,28,80","Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout
masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally
masonry #5 and #6 reinforcing bars placed vertically
Control joint, PVC
Grout, 8"" thick including pumping
XPS, 25 PSI, 3"" RSI 2.64
",NECB_2011
189,BG-WALL,BTAP-GroundContactWall-Mass-1,BTAP,1,GroundContactWall,Mass,1,Zone 6,3.52,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted Exterior Insulation","24,25,26,27,28,82","Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout
masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally
masonry #5 and #6 reinforcing bars placed vertically
Control joint, PVC
Grout, 8"" thick including pumping
XPS, 25 PSI, 2"" RSI 1.76 modified to 2 sheets 4"" RSI 3.52
",NECB_2011
190,BG-WALL,BTAP-GroundContactWall-Mass-1,BTAP,1,GroundContactWall,Mass,1,Zone 7A,3.52,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted Exterior Insulation","24,25,26,27,28,84","Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout
masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally
masonry #5 and #6 reinforcing bars placed vertically
Control joint, PVC
Grout, 8"" thick including pumping
XPS, 25 PSI, 2"" RSI 1.76 modified to 2 sheets 4"" RSI 3.52
",NECB_2011
191,BG-WALL,BTAP-GroundContactWall-Mass-1,BTAP,1,GroundContactWall,Mass,1,Zone 7B,3.52,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted Exterior Insulation","24,25,26,27,28,84","Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout
masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally
masonry #5 and #6 reinforcing bars placed vertically
Control joint, PVC
Grout, 8"" thick including pumping
XPS, 25 PSI, 2"" RSI 1.76 modified to 2 sheets 4"" RSI 3.52
",NECB_2011
192,BG-WALL,BTAP-GroundContactWall-Mass-1,BTAP,1,GroundContactWall,Mass,1,Zone 8,4.76,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Grouted Exterior Insulation","24,25,26,27,28,85","Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout
masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally
masonry #5 and #6 reinforcing bars placed vertically
Control joint, PVC
Grout, 8"" thick including pumping
XPS, 25 PSI, 3"" RSI 2.64 modified to 1x 3"" sheet and 1x 2.25"" sheet RSI 4.63
",NECB_2011
193,BG-WALL,BTAP-GroundContactWall-Mass-2,BTAP,2,GroundContactWall,Mass,2,Zone 4,1.76,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Interior Insulation","24,25,26,27,28,40","Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout
masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally
masonry #5 and #6 reinforcing bars placed vertically
Control joint, PVC
Grout, 8"" thick including pumping
XPS, 25 PSI, 2"" RSI 1.76
",NECB_2011
194,BG-WALL,BTAP-GroundContactWall-Mass-2,BTAP,2,GroundContactWall,Mass,2,Zone 5,2.64,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Interior Insulation","24,25,26,27,28,80","Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout
masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally
masonry #5 and #6 reinforcing bars placed vertically
Control joint, PVC
Grout, 8"" thick including pumping
XPS, 25 PSI, 3"" RSI 2.64
",NECB_2011
195,BG-WALL,BTAP-GroundContactWall-Mass-2,BTAP,2,GroundContactWall,Mass,2,Zone 6,3.52,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Interior Insulation","24,25,26,27,28,82","Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout
masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally
masonry #5 and #6 reinforcing bars placed vertically
Control joint, PVC
Grout, 8"" thick including pumping
XPS, 25 PSI, 2"" RSI 1.76 modified to 2 sheets 4"" RSI 3.52
",NECB_2011
196,BG-WALL,BTAP-GroundContactWall-Mass-2,BTAP,2,GroundContactWall,Mass,2,Zone 7A,3.52,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Interior Insulation","24,25,26,27,28,84","Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout
masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally
masonry #5 and #6 reinforcing bars placed vertically
Control joint, PVC
Grout, 8"" thick including pumping
XPS, 25 PSI, 2"" RSI 1.76 modified to 2 sheets 4"" RSI 3.52
",NECB_2011
197,BG-WALL,BTAP-GroundContactWall-Mass-2,BTAP,2,GroundContactWall,Mass,2,Zone 7B,3.52,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Interior Insulation","24,25,26,27,28,84","Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout
masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally
masonry #5 and #6 reinforcing bars placed vertically
Control joint, PVC
Grout, 8"" thick including pumping
XPS, 25 PSI, 2"" RSI 1.76 modified to 2 sheets 4"" RSI 3.52
",NECB_2011
198,BG-WALL,BTAP-GroundContactWall-Mass-2,BTAP,2,GroundContactWall,Mass,2,Zone 8,4.76,"Concrete Block Wall, Regular Weight 6 x 8 x 16 Hollow Core, 2000 PSI, Reinforced and Interior Insulation","24,25,26,27,28,85","Block, tooled joints both sides, includes morter, excludes, scaffolding, reinforcing, grout
masonry reinforcing bars, galvanized ladder type 9 gauge with ties placed horizontally
masonry #5 and #6 reinforcing bars placed vertically
Control joint, PVC
Grout, 8"" thick including pumping
XPS, 25 PSI, 3"" RSI 2.64 modified to 1x 3"" sheet and 1x 2.25"" sheet RSI 4.63
",NECB_2011
199,DOORS,BTAP-ExteriorDoor-Metal-1,BTAP,2,ExteriorDoor,Metal,1,Zone 4,2.4,Metal Door,146,"Metal Door 20 gauge, includes hardware
",NECB_2011
200,DOORS,BTAP-ExteriorDoor-Metal-1,BTAP,2,ExteriorDoor,Metal,1,Zone 5,2.2,Metal Door,146,"Metal Door 20 gauge, includes hardware
",NECB_2011
201,DOORS,BTAP-ExteriorDoor-Metal-1,BTAP,2,ExteriorDoor,Metal,1,Zone 6,2.2,Metal Door,146,"Metal Door 20 gauge, includes hardware
",NECB_2011
202,DOORS,BTAP-ExteriorDoor-Metal-1,BTAP,2,ExteriorDoor,Metal,1,Zone 7A,2.2,Metal Door,146,"Metal Door 20 gauge, includes hardware
",NECB_2011
203,DOORS,BTAP-ExteriorDoor-Metal-1,BTAP,2,ExteriorDoor,Metal,1,Zone 7B,2.2,Metal Door,146,"Metal Door 20 gauge, includes hardware
",NECB_2011
204,DOORS,BTAP-ExteriorDoor-Metal-1,BTAP,2,ExteriorDoor,Metal,1,Zone 8,1.6,Fibreglas Door,146,"Metal Door 20 gauge, includes hardware
",NECB_2011
205,DOORS,BTAP-ExteriorOverheadDoor-Metal-1,BTAP,2,ExteriorOverheadDoor,Metal,1,Zone 4,2.4,Overhead Door,149,"Steel Overhead Rolling Door, 10'-0 x 10'-0'  includes hardware
",NECB_2011
206,DOORS,BTAP-ExteriorOverheadDoor-Metal-1,BTAP,2,ExteriorOverheadDoor,Metal,1,Zone 5,2.2,Overhead Door,149,"Steel Overhead Rolling Door, 10'-0 x 10'-0'  includes hardware
",NECB_2011
207,DOORS,BTAP-ExteriorOverheadDoor-Metal-1,BTAP,2,ExteriorOverheadDoor,Metal,1,Zone 6,2.2,Overhead Door,149,"Steel Overhead Rolling Door, 10'-0 x 10'-0'  includes hardware
",NECB_2011
208,DOORS,BTAP-ExteriorOverheadDoor-Metal-1,BTAP,2,ExteriorOverheadDoor,Metal,1,Zone 7A,2.2,Overhead Door,149,"Steel Overhead Rolling Door, 10'-0 x 10'-0'  includes hardware
",NECB_2011
209,DOORS,BTAP-ExteriorOverheadDoor-Metal-1,BTAP,2,ExteriorOverheadDoor,Metal,1,Zone 7B,2.2,Overhead Door,149,"Steel Overhead Rolling Door, 10'-0 x 10'-0'  includes hardware
",NECB_2011
210,DOORS,BTAP-ExteriorOverheadDoor-Metal-1,BTAP,2,ExteriorOverheadDoor,Metal,1,Zone 8,1.6,Overhead Door,149,"Steel Overhead Rolling Door, 10'-0 x 10'-0'  includes hardware
",NECB_2011
211,ROOF,BTAP-ExteriorRoof-IEAD-1,BTAP,1,ExteriorRoof,IEAD,1,Zone 4,5.18,Built-up Deck Roof on a Nailable Deck,"87,97,80,80,90","asphalt flood coat, gravel base coated glass-fibre sheet and 3 plies glass fibre felt (type IV) mopped on nailable deck
Plywood underlayment 0.75' thick
XPS, 25 PSI, 3"" RSI 2.64
XPS, 25 PSI, 3"" RSI 2.64
Spruce Wood decking, 2 "" thick
",NECB_2017
212,ROOF,BTAP-ExteriorRoof-IEAD-1,BTAP,1,ExteriorRoof,IEAD,1,Zone 5,6.41,Built-up Deck Roof on a Nailable Deck,"87,97,134,91,90","asphalt flood coat, gravel base coated glass-fibre sheet and 3 plies glass fibre felt (type IV) mopped on nailable deck
Plywood underlayment 0.75' thick
XPS, 3"" 2.64
roof deck extruded polystyrene, 4"" (RSI 3.52), 25 PSI
Spruce Wood decking, 2 "" thick
",NECB_2017
213,ROOF,BTAP-ExteriorRoof-IEAD-1,BTAP,1,ExteriorRoof,IEAD,1,Zone 6,6.41,Built-up Deck Roof on a Nailable Deck,"87,97,80,80,150,158,90","asphalt flood coat, gravel base coated glass-fibre sheet and 3 plies glass fibre felt (type IV) mopped on nailable deck
Plywood underlayment 0.75' thick
XPS, 25 PSI, 3"" RSI 2.64
XPS, 25 PSI, 3"" RSI 2.64
XPS, 25 PSI, 1"" RSI 0.88
XPS, 3/4"" RSI 0.501
Spruce Wood decking, 2 "" thick
",NECB_2017
214,ROOF,BTAP-ExteriorRoof-IEAD-1,BTAP,1,ExteriorRoof,IEAD,1,Zone 7A,7.25,Built-up Deck Roof on a Nailable Deck,"87,97,80,80,80,90","asphalt flood coat, gravel base coated glass-fibre sheet and 3 plies glass fibre felt (type IV) mopped on nailable deck
Plywood underlayment 0.75' thick
XPS, 25 PSI, 3"" RSI 2.64
XPS, 25 PSI, 3"" RSI 2.64
XPS, 25 PSI, 3"" RSI 2.64
Spruce Wood decking, 2 "" thick
",NECB_2017
215,ROOF,BTAP-ExteriorRoof-IEAD-1,BTAP,1,ExteriorRoof,IEAD,1,Zone 7B,7.25,Built-up Deck Roof on a Nailable Deck,"87,97,80,80,80,90","asphalt flood coat, gravel base coated glass-fibre sheet and 3 plies glass fibre felt (type IV) mopped on nailable deck
Plywood underlayment 0.75' thick
XPS, 25 PSI, 3"" RSI 2.64
XPS, 25 PSI, 3"" RSI 2.64
XPS, 25 PSI, 3"" RSI 2.64
Spruce Wood decking, 2 "" thick
",NECB_2017
216,ROOF,BTAP-ExteriorRoof-IEAD-1,BTAP,1,ExteriorRoof,IEAD,1,Zone 8,8.26,Built-up Deck Roof on a Nailable Deck,"87,97,80,80,80,158,90","asphalt flood coat, gravel base coated glass-fibre sheet and 3 plies glass fibre felt (type IV) mopped on nailable deck
Plywood underlayment 0.75' thick
XPS, 25 PSI, 3"" RSI 2.64
XPS, 25 PSI, 3"" RSI 2.64
XPS, 25 PSI, 3"" RSI 2.64
XPS, 3/4"" RSI 0.501
Spruce Wood decking, 2 "" thick
",NECB_2017
217,ROOF,BTAP-ExteriorRoof-IEAD-2,BTAP,2,ExteriorRoof,IEAD,2,Zone 4,5.18,Built-up Deck Roof on a Nailable Deck,"87,97,80,80,93","asphalt flood coat, gravel base coated glass-fibre sheet and 3 plies glass fibre felt (type IV) mopped on nailable deck
Plywood underlayment 0.75' thick
XPS, 25 PSI, 3"" RSI 2.64
XPS, 25 PSI, 3"" RSI 2.64
Steel decking, open type galvanized, 1.5"" rib depth, 18 gauge
",NECB_2017
218,ROOF,BTAP-ExteriorRoof-IEAD-2,BTAP,2,ExteriorRoof,IEAD,2,Zone 5,6.41,Built-up Deck Roof on a Nailable Deck,"87,97,80,80,150,158,93","asphalt flood coat, gravel base coated glass-fibre sheet and 3 plies glass fibre felt (type IV) mopped on nailable deck
Plywood underlayment 0.75' thick
XPS, 25 PSI, 3"" RSI 2.64
XPS, 25 PSI, 3"" RSI 2.64
XPS, 25 PSI, 1"" RSI 0.88
XPS, 3/4"" RSI 0.501
Steel decking, open type galvanized, 1.5"" rib depth, 18 gauge
",NECB_2017
219,ROOF,BTAP-ExteriorRoof-IEAD-2,BTAP,2,ExteriorRoof,IEAD,2,Zone 6,6.41,Built-up Deck Roof on a Nailable Deck,"87,97,80,80,150,158,93","asphalt flood coat, gravel base coated glass-fibre sheet and 3 plies glass fibre felt (type IV) mopped on nailable deck
Plywood underlayment 0.75' thick
XPS, 25 PSI, 3"" RSI 2.64
XPS, 25 PSI, 3"" RSI 2.64
XPS, 25 PSI, 1"" RSI 0.88
XPS, 3/4"" RSI 0.501
Steel decking, open type galvanized, 1.5"" rib depth, 18 gauge
",NECB_2017
220,ROOF,BTAP-ExteriorRoof-IEAD-2,BTAP,2,ExteriorRoof,IEAD,2,Zone 7A,7.25,Built-up Deck Roof on a Nailable Deck,"87,97,80,80,80,93","asphalt flood coat, gravel base coated glass-fibre sheet and 3 plies glass fibre felt (type IV) mopped on nailable deck
Plywood underlayment 0.75' thick
XPS, 25 PSI, 3"" RSI 2.64
XPS, 25 PSI, 3"" RSI 2.64
XPS, 25 PSI, 3"" RSI 2.64
Steel decking, open type galvanized, 1.5"" rib depth, 18 gauge
",NECB_2017
221,ROOF,BTAP-ExteriorRoof-IEAD-2,BTAP,2,ExteriorRoof,IEAD,2,Zone 7B,7.25,Built-up Deck Roof on a Nailable Deck,"87,97,80,80,80,93","asphalt flood coat, gravel base coated glass-fibre sheet and 3 plies glass fibre felt (type IV) mopped on nailable deck
Plywood underlayment 0.75' thick
XPS, 25 PSI, 3"" RSI 2.64
XPS, 25 PSI, 3"" RSI 2.64
XPS, 25 PSI, 3"" RSI 2.64
Steel decking, open type galvanized, 1.5"" rib depth, 18 gauge
",NECB_2017
222,ROOF,BTAP-ExteriorRoof-IEAD-2,BTAP,2,ExteriorRoof,IEAD,2,Zone 8,8.26,Built-up Deck Roof on a Nailable Deck,"87,97,80,80,80,158,93","asphalt flood coat, gravel base coated glass-fibre sheet and 3 plies glass fibre felt (type IV) mopped on nailable deck
Plywood underlayment 0.75' thick
XPS, 25 PSI, 3"" RSI 2.64
XPS, 25 PSI, 3"" RSI 2.64
XPS, 25 PSI, 3"" RSI 2.64
XPS, 3/4"" RSI 0.501
Steel decking, open type galvanized, 1.5"" rib depth, 18 gauge
",NECB_2017
223,ROOF,BTAP-ExteriorRoof-IEAD-3,BTAP,3,ExteriorRoof,IEAD,3,Zone 4,5.18,Deck Roof with a Membrane on a Nailable Deck,"94,97,80,80,90","60 ml Single ply EPDM membrane fully adhered to underlayment, 0.4 lb/ft2 no ballast or aggregate topping
Plywood underlayment 0.75' thick
XPS, 25 PSI, 3"" RSI 2.64
XPS, 25 PSI, 3"" RSI 2.64
Spruce Wood decking, 2 "" thick
",NECB_2017
224,ROOF,BTAP-ExteriorRoof-IEAD-3,BTAP,3,ExteriorRoof,IEAD,3,Zone 5,6.41,Deck Roof with a Membrane on a Nailable Deck,"94,97,80,80,150,158,90","60 ml Single ply EPDM membrane fully adhered to underlayment, 0.4 lb/ft2 no ballast or aggregate topping
Plywood underlayment 0.75' thick
XPS, 25 PSI, 3"" RSI 2.64
XPS, 25 PSI, 3"" RSI 2.64
XPS, 25 PSI, 1"" RSI 0.88
XPS, 3/4"" RSI 0.501
Spruce Wood decking, 2 "" thick
",NECB_2017
225,ROOF,BTAP-ExteriorRoof-IEAD-3,BTAP,3,ExteriorRoof,IEAD,3,Zone 6,6.41,Deck Roof with a Membrane on a Nailable Deck,"94,97,134,91,90","60 ml Single ply EPDM membrane fully adhered to underlayment, 0.4 lb/ft2 no ballast or aggregate topping
Plywood underlayment 0.75' thick
XPS, 3"" 2.64
roof deck extruded polystyrene, 4"" (RSI 3.52), 25 PSI
Spruce Wood decking, 2 "" thick
",NECB_2017
226,ROOF,BTAP-ExteriorRoof-IEAD-3,BTAP,3,ExteriorRoof,IEAD,3,Zone 7A,7.25,Deck Roof with a Membrane on a Nailable Deck,"94,97,80,80,80,90","60 ml Single ply EPDM membrane fully adhered to underlayment, 0.4 lb/ft2 no ballast or aggregate topping
Plywood underlayment 0.75' thick
XPS, 25 PSI, 3"" RSI 2.64
XPS, 25 PSI, 3"" RSI 2.64
XPS, 25 PSI, 3"" RSI 2.64
Spruce Wood decking, 2 "" thick
",NECB_2017
227,ROOF,BTAP-ExteriorRoof-IEAD-3,BTAP,3,ExteriorRoof,IEAD,3,Zone 7B,7.25,Deck Roof with a Membrane on a Nailable Deck,"94,97,80,80,80,90","60 ml Single ply EPDM membrane fully adhered to underlayment, 0.4 lb/ft2 no ballast or aggregate topping
Plywood underlayment 0.75' thick
XPS, 25 PSI, 3"" RSI 2.64
XPS, 25 PSI, 3"" RSI 2.64
XPS, 25 PSI, 3"" RSI 2.64
Spruce Wood decking, 2 "" thick
",NECB_2017
228,ROOF,BTAP-ExteriorRoof-IEAD-3,BTAP,3,ExteriorRoof,IEAD,3,Zone 8,8.26,Deck Roof with a Membrane on a Nailable Deck,"94,97,80,80,80,158,90","60 ml Single ply EPDM membrane fully adhered to underlayment, 0.4 lb/ft2 no ballast or aggregate topping
Plywood underlayment 0.75' thick
XPS, 25 PSI, 3"" RSI 2.64
XPS, 25 PSI, 3"" RSI 2.64
XPS, 25 PSI, 3"" RSI 2.64
XPS, 3/4"" RSI 0.501
Spruce Wood decking, 2 "" thick
",NECB_2017
235,ROOF,BTAP-ExteriorRoof-IEAD-5,BTAP,6,ExteriorRoof,IEAD,5,Zone 4,5.18,"Asphalt Shingle Roofing, ","98,96,97,150,91,97","Premium shingles, Class A, 300-385 lbs/ft2, pneumatic nailer
Asphalt felt, #15
Plywood underlayment 0.75' thick
XPS, 25 PSI, 1"" RSI 0.88
roof deck extruded polystyrene, 4"" (RSI 3.52), 25 PSI
Plywood underlayment 0.75' thick
",NECB_2017
236,ROOF,BTAP-ExteriorRoof-IEAD-5,BTAP,6,ExteriorRoof,IEAD,5,Zone 5,6.41,"Asphalt Shingle Roofing, ","98,96,97,100,55,97","Premium shingles, Class A, 300-385 lbs/ft2, pneumatic nailer
Asphalt felt, #15
Plywood underlayment 0.75' thick
Isoboard, 1.5 in thick RSI 1.48
XPS, 25 PSI, 2"" RSI 1.76 modified to 2 x 2.5"" sheets: total 5"" RSI 4.4
Plywood underlayment 0.75' thick
",NECB_2017
237,ROOF,BTAP-ExteriorRoof-IEAD-5,BTAP,6,ExteriorRoof,IEAD,5,Zone 6,6.41,"Asphalt Shingle Roofing, ","98,96,97,100,55,97","Premium shingles, Class A, 300-385 lbs/ft2, pneumatic nailer
Asphalt felt, #15
Plywood underlayment 0.75' thick
Isoboard, 1.5 in thick RSI 1.48
XPS, 25 PSI, 2"" RSI 1.76 modified to 2 x 2.5"" sheets: total 5"" RSI 4.4
Plywood underlayment 0.75' thick
",NECB_2017
238,ROOF,BTAP-ExteriorRoof-IEAD-5,BTAP,6,ExteriorRoof,IEAD,5,Zone 7A,7.25,"Asphalt Shingle Roofing, ","98,96,97,54,106,97","Premium shingles, Class A, 300-385 lbs/ft2, pneumatic nailer
Asphalt felt, #15
Plywood underlayment 0.75' thick
0.5"" Isoboard, 4 x 8 sheet, foil faced (RSI 0.48)
roof deck extruded polystyrene, 4"" (RSI 3.52), 25 PSI modifed to 2x4"" sheets RSI 7.04
Plywood underlayment 0.75' thick
",NECB_2017
239,ROOF,BTAP-ExteriorRoof-IEAD-5,BTAP,6,ExteriorRoof,IEAD,5,Zone 7B,7.25,"Asphalt Shingle Roofing, ","98,96,97,54,106,97","Premium shingles, Class A, 300-385 lbs/ft2, pneumatic nailer
Asphalt felt, #15
Plywood underlayment 0.75' thick
0.5"" Isoboard, 4 x 8 sheet, foil faced (RSI 0.48)
roof deck extruded polystyrene, 4"" (RSI 3.52), 25 PSI modifed to 2x4"" sheets RSI 7.04
Plywood underlayment 0.75' thick
",NECB_2017
240,ROOF,BTAP-ExteriorRoof-IEAD-5,BTAP,6,ExteriorRoof,IEAD,5,Zone 8,8.26,"Asphalt Shingle Roofing, ","98,96,97,106,150,97","Premium shingles, Class A, 300-385 lbs/ft2, pneumatic nailer
Asphalt felt, #15
Plywood underlayment 0.75' thick
roof deck extruded polystyrene, 4"" (RSI 3.52), 25 PSI modifed to 2x4"" sheets RSI 7.04
XPS, 25 PSI, 1"" RSI 0.88
Plywood underlayment 0.75' thick
",NECB_2017
241,ROOF,BTAP-ExteriorRoof-IEAD-6,BTAP,8,ExteriorRoof,IEAD,6,Zone 4,5.18,"Asphalt Shingle Roofing, Attic Insulation","98,96,97,154,3,1","Premium shingles, Class A, 300-385 lbs/ft2, pneumatic nailer
Asphalt felt, #15
Plywood underlayment 0.75' thick
10 inch fibreglass insulation RSI 5.86
polyethylene 4 ml vapour barrier
gypsum wallboard 0.5 in thick
",NECB_2017
242,ROOF,BTAP-ExteriorRoof-IEAD-6,BTAP,8,ExteriorRoof,IEAD,6,Zone 5,6.41,"Asphalt Shingle Roofing, Attic Insulation","98,96,97,101,3,1","Premium shingles, Class A, 300-385 lbs/ft2, pneumatic nailer
Asphalt felt, #15
Plywood underlayment 0.75' thick
12"" thick fibreglass, kraft coated ceiling insulation, 15"" wide blanket (RSI 6.69)
polyethylene 4 ml vapour barrier
gypsum wallboard 0.5 in thick
",NECB_2017
243,ROOF,BTAP-ExteriorRoof-IEAD-6,BTAP,8,ExteriorRoof,IEAD,6,Zone 6,6.41,"Asphalt Shingle Roofing, Attic Insulation","98,96,97,101,3,1","Premium shingles, Class A, 300-385 lbs/ft2, pneumatic nailer
Asphalt felt, #15
Plywood underlayment 0.75' thick
12"" thick fibreglass, kraft coated ceiling insulation, 15"" wide blanket (RSI 6.69)
polyethylene 4 ml vapour barrier
gypsum wallboard 0.5 in thick
",NECB_2017
244,ROOF,BTAP-ExteriorRoof-IEAD-6,BTAP,8,ExteriorRoof,IEAD,6,Zone 7A,7.25,"Asphalt Shingle Roofing, Attic Insulation","98,96,97,104,3,1","Premium shingles, Class A, 300-385 lbs/ft2, pneumatic nailer
Asphalt felt, #15
Plywood underlayment 0.75' thick
18"" thick fibreglass blown ceiling (RSI 7.9) 
polyethylene 4 ml vapour barrier
gypsum wallboard 0.5 in thick
",NECB_2017
245,ROOF,BTAP-ExteriorRoof-IEAD-6,BTAP,8,ExteriorRoof,IEAD,6,Zone 7B,7.25,"Asphalt Shingle Roofing, Attic Insulation","98,96,97,104,3,1","Premium shingles, Class A, 300-385 lbs/ft2, pneumatic nailer
Asphalt felt, #15
Plywood underlayment 0.75' thick
18"" thick fibreglass blown ceiling (RSI 7.9) 
polyethylene 4 ml vapour barrier
gypsum wallboard 0.5 in thick
",NECB_2017
246,ROOF,BTAP-ExteriorRoof-IEAD-6,BTAP,8,ExteriorRoof,IEAD,6,Zone 8,8.26,"Asphalt Shingle Roofing, Attic Insulation","98,96,97,107,3,108","Premium shingles, Class A, 300-385 lbs/ft2, pneumatic nailer
Asphalt felt, #15
Plywood underlayment 0.75' thick
20"" thick fibreglass blown ceiling (RSI 8.63)
polyethylene 4 ml vapour barrier
gypsum wallboard 0.5 in thick
",NECB_2017
247,ROOF,BTAP-ExteriorRoof-Metal-1,BTAP,5,ExteriorRoof,Metal,1,Zone 4,5.18,"Steel Roofing, painted galvanized ","95,96,97,57,80,97","Zinc Steel roofing, 28 gauge, .020"" thick, 115 lb/ft2
Asphalt felt, #15
Plywood underlayment 0.75' thick
XPS, 25 PSI, 2"" RSI 1.76
XPS, 25 PSI, 3"" RSI 2.64
Plywood underlayment 0.75' thick
",NECB_2017
248,ROOF,BTAP-ExteriorRoof-Metal-1,BTAP,5,ExteriorRoof,Metal,1,Zone 5,6.41,"Steel Roofing, painted galvanized ","95,96,97,80,80,150,158,97","Zinc Steel roofing, 28 gauge, .020"" thick, 115 lb/ft2
Asphalt felt, #15
Plywood underlayment 0.75' thick
XPS, 25 PSI, 3"" RSI 2.64
XPS, 25 PSI, 3"" RSI 2.64
XPS, 25 PSI, 1"" RSI 0.88
XPS, 3/4"" RSI 0.501
Plywood underlayment 0.75' thick
",NECB_2017
249,ROOF,BTAP-ExteriorRoof-Metal-1,BTAP,5,ExteriorRoof,Metal,1,Zone 6,6.41,"Steel Roofing, painted galvanized ","95,96,97,80,80,150,158,97","Zinc Steel roofing, 28 gauge, .020"" thick, 115 lb/ft2
Asphalt felt, #15
Plywood underlayment 0.75' thick
XPS, 25 PSI, 3"" RSI 2.64
XPS, 25 PSI, 3"" RSI 2.64
XPS, 25 PSI, 1"" RSI 0.88
XPS, 3/4"" RSI 0.501
Plywood underlayment 0.75' thick
",NECB_2017
