template,building_type,space_type,min_stories,max_stories,w_per_m2,Fixture_type_less_than_7.88ft_ht,Fixture_type_7.88_to_15.75ft_ht,Fixture_type_greater_than_>15.75ft_ht,Lux,Type
NECB 2015,Space Function,Audience seating area permanent - other-sch-D,1,1,4.6,22,38,49,100,LED
NECB 2015,Space Function,Audience seating area permanent - other-sch-E,1,1,4.6,22,38,49,100,LED
NECB 2015,Space Function,Audience seating area permanent - other-sch-F,1,1,4.6,22,38,49,100,LED
NECB 2015,Space Function,Audience seating area permanent - other-sch-G,1,1,4.6,22,38,49,100,LED
NECB 2015,Space Function,Audience seating area permanent - other-sch-H,1,1,4.6,22,38,49,100,LED
NECB 2015,Space Function,Audience seating area permanent - other-sch-I,1,1,4.6,22,38,49,100,LED
NECB 2015,Space Function,Audience seating area permanent - other-sch-J,1,1,4.6,22,38,49,100,LED
NECB 2015,Space Function,Audience seating area permanent - other-sch-K,1,1,4.6,22,38,49,100,LED
NECB 2015,Space Function,Banking activity area and offices,1,1,10.9,21,39,47,400,LED
NECB 2015,Space Function,Classroom/Lecture hall/Training room - Penitentary,1,1,14.5,21,23,47,400,LED
NECB 2015,Space Function,Classroom/Lecture hall/Training room other,1,1,13.4,21,23,47,400,LED
NECB 2015,Space Function,Classroom/Lecture hall/Training room other,2,999,13.4,21,23,47,400,LED
NECB 2015,Space Function,Computer/Server room-sch-A,1,999,18.4,21,39,47,350,LED
NECB 2015,Space Function,Computer/Server room-sch-B,1,999,18.4,21,39,47,350,LED
NECB 2015,Space Function,Computer/Server room-sch-C,1,999,18.4,21,39,47,350,LED
NECB 2015,Space Function,Computer/Server room-sch-D,1,999,18.4,21,39,47,350,LED
NECB 2015,Space Function,Computer/Server room-sch-E,1,999,18.4,21,39,47,350,LED
NECB 2015,Space Function,Computer/Server room-sch-F,1,999,18.4,21,39,47,350,LED
NECB 2015,Space Function,Computer/Server room-sch-G,1,999,18.4,21,39,47,350,LED
NECB 2015,Space Function,Computer/Server room-sch-H,1,999,18.4,21,39,47,350,LED
NECB 2015,Space Function,Computer/Server room-sch-I,1,999,18.4,21,39,47,350,LED
NECB 2015,Space Function,Computer/Server room-sch-J,1,999,18.4,21,39,47,350,LED
NECB 2015,Space Function,Computer/Server room-sch-K,1,999,18.4,21,39,47,350,LED
NECB 2015,Space Function,Conference/Meeting/Multi-purpose room,1,1,13.3,21,23,47,350,LED
NECB 2015,Space Function,Conference/Meeting/Multi-purpose room,2,999,13.3,21,23,47,350,LED
NECB 2015,Space Function,Confinement cell,1,999,8.8,21,23,47,400,LED
NECB 2015,Space Function,Copy/Print room,1,999,7.8,21,23,47,400,LED
NECB 2015,Space Function,Corridor/Transition area - hospital-sch-A,1,1,10.7,30,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area - hospital-sch-B,1,1,10.7,30,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area - hospital-sch-C,1,1,10.7,30,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area - hospital-sch-D,1,1,10.7,30,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area - hospital-sch-E,1,1,10.7,30,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area - hospital-sch-F,1,1,10.7,30,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area - hospital-sch-G,1,1,10.7,30,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area - hospital-sch-H,1,1,10.7,30,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area - hospital-sch-I,1,1,10.7,30,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area - hospital-sch-J,1,1,10.7,30,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area - hospital-sch-K,1,1,10.7,30,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area - manufacturing facility-sch-A,1,1,4.4,29,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area - manufacturing facility-sch-B,1,1,4.4,29,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area - manufacturing facility-sch-C,1,1,4.4,29,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area - manufacturing facility-sch-D,1,1,4.4,29,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area - manufacturing facility-sch-E,1,1,4.4,29,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area - manufacturing facility-sch-F,1,1,4.4,29,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area - manufacturing facility-sch-G,1,1,4.4,29,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area - manufacturing facility-sch-H,1,1,4.4,29,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area - manufacturing facility-sch-I,1,1,4.4,29,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area - manufacturing facility-sch-J,1,1,4.4,29,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area - manufacturing facility-sch-K,1,1,4.4,29,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area - space designed to ANSI/IES RP-28 (and used primarily by residents)-sch-A,1,1,9.9,29,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area - space designed to ANSI/IES RP-28 (and used primarily by residents)-sch-B,1,1,9.9,29,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area - space designed to ANSI/IES RP-28 (and used primarily by residents)-sch-C,1,1,9.9,29,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area - space designed to ANSI/IES RP-28 (and used primarily by residents)-sch-D,1,1,9.9,29,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area - space designed to ANSI/IES RP-28 (and used primarily by residents)-sch-E,1,1,9.9,29,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area - space designed to ANSI/IES RP-28 (and used primarily by residents)-sch-F,1,1,9.9,29,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area - space designed to ANSI/IES RP-28 (and used primarily by residents)-sch-G,1,1,9.9,29,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area - space designed to ANSI/IES RP-28 (and used primarily by residents)-sch-H,1,1,9.9,29,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area - space designed to ANSI/IES RP-28 (and used primarily by residents)-sch-I,1,1,9.9,29,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area - space designed to ANSI/IES RP-28 (and used primarily by residents)-sch-J,1,1,9.9,29,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area - space designed to ANSI/IES RP-28 (and used primarily by residents)-sch-K,1,1,9.9,29,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area other-sch-A,1,1,7.1,29,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area other-sch-B,1,1,7.1,29,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area other-sch-C,1,1,7.1,29,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area other-sch-D,1,1,7.1,29,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area other-sch-E,1,1,7.1,29,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area other-sch-F,1,1,7.1,29,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area other-sch-G,1,1,7.1,29,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area other-sch-H,1,1,7.1,29,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area other-sch-I,1,1,7.1,29,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area other-sch-J,1,1,7.1,29,38,49,150,LED
NECB 2015,Space Function,Corridor/Transition area other-sch-K,1,1,7.1,29,38,49,150,LED
NECB 2015,Space Function,Courtroom,1,1,18.6,25,23,47,400,LED
NECB 2015,Space Function,Dining area - bar lounge/leisure dining,1,1,11.6,22,38,49,100,LED
NECB 2015,Space Function,Dining area - cafeteria/fast food dining,1,1,7.0,30,37,55,200,LED
NECB 2015,Space Function,Dining area - family dining,1,1,9.6,30,37,55,200,LED
NECB 2015,Space Function,Dining area - penitentiary,1,1,10.3,30,37,55,200,LED
NECB 2015,Space Function,Dining area - space designed to ANSI/IES RP-28 (used primarily by residents),1,1,28.5,30,37,55,200,LED
NECB 2015,Space Function,Dining area - other,1,1,7.0,30,37,55,200,LED
NECB 2015,Space Function,Dressing/Fitting room - performing arts theatre,1,1,6.6,30,37,48,250,LED
NECB 2015,Space Function,Electrical/Mechanical room-sch-A,1,1,4.6,28,45,47,350,LED
NECB 2015,Space Function,Electrical/Mechanical room-sch-B,1,1,4.6,28,45,47,350,LED
NECB 2015,Space Function,Electrical/Mechanical room-sch-C,1,1,4.6,28,45,47,350,LED
NECB 2015,Space Function,Electrical/Mechanical room-sch-D,1,1,4.6,28,45,47,350,LED
NECB 2015,Space Function,Electrical/Mechanical room-sch-E,1,1,4.6,28,45,47,350,LED
NECB 2015,Space Function,Electrical/Mechanical room-sch-F,1,1,4.6,28,45,47,350,LED
NECB 2015,Space Function,Electrical/Mechanical room-sch-G,1,1,4.6,28,45,47,350,LED
NECB 2015,Space Function,Electrical/Mechanical room-sch-H,1,1,4.6,28,45,47,350,LED
NECB 2015,Space Function,Electrical/Mechanical room-sch-I,1,1,4.6,28,45,47,350,LED
NECB 2015,Space Function,Electrical/Mechanical room-sch-J,1,1,4.6,28,45,47,350,LED
NECB 2015,Space Function,Electrical/Mechanical room-sch-K,1,1,4.6,28,45,47,350,LED
NECB 2015,Space Function,Emergency vehicle garage,1,1,6.1,28,45,47,350,LED
NECB 2015,Space Function,Food preparation area,1,1,13.1,25,39,53,500,LED
NECB 2015,Space Function,Guest room,1,1,5.1,22,24,55,200,LED
NECB 2015,Space Function,Guest room,2,4,5.1,22,24,55,200,LED
NECB 2015,Space Function,Guest room,5,999,5.1,22,24,55,200,LED
NECB 2015,Space Function,Laboratory - classrooms,1,1,15.5,25,39,46,500,LED
NECB 2015,Space Function,Laboratory - other,1,1,19.5,26,41,53,650,LED
NECB 2015,Space Function,Laundry/Washing area,1,1,6.5,28,39,55,350,LED
NECB 2015,Space Function,Loading dock interior,1,1,5.1,30,37,48,200,LED
NECB 2015,Space Function,Lobby - elevator,1,999,7.0,30,37,55,200,LED
NECB 2015,Space Function,Lobby - hotel,1,999,11.5,30,40,55,250,LED
NECB 2015,Space Function,Lobby - motion picture theatre,1,999,6.4,30,38,49,150,LED
NECB 2015,Space Function,Lobby - performing arts theatre,1,999,21.6,30,37,48,200,LED
NECB 2015,Space Function,Lobby - space designed to ANSI/IES RP-28 (used primarily by residents),1,999,19.4,30,38,49,150,LED
NECB 2015,Space Function,Lobby - other,1,999,9.7,30,38,49,150,LED
NECB 2015,Space Function,Locker room-sch-A,1,1,8.1,29,38,49,100,LED
NECB 2015,Space Function,Locker room-sch-B,1,1,8.1,29,38,49,100,LED
NECB 2015,Space Function,Locker room-sch-C,1,1,8.1,29,38,49,100,LED
NECB 2015,Space Function,Locker room-sch-D,1,1,8.1,29,38,49,100,LED
NECB 2015,Space Function,Locker room-sch-E,1,1,8.1,29,38,49,100,LED
NECB 2015,Space Function,Locker room-sch-F,1,1,8.1,29,38,49,100,LED
NECB 2015,Space Function,Locker room-sch-G,1,1,8.1,29,38,49,100,LED
NECB 2015,Space Function,Locker room-sch-H,1,1,8.1,29,38,49,100,LED
NECB 2015,Space Function,Locker room-sch-I,1,1,8.1,29,38,49,100,LED
NECB 2015,Space Function,Locker room-sch-J,1,1,8.1,29,38,49,100,LED
NECB 2015,Space Function,Locker room-sch-K,1,1,8.1,29,38,49,100,LED
NECB 2015,Space Function,Lounge/Break room - health care facility,1,1,10.0,22,24,49,150,LED
NECB 2015,Space Function,Lounge/Break room - other,1,1,7.9,22,24,49,150,LED
NECB 2015,Space Function,Office enclosed <= 25 m2,1,2,12.0,21,23,47,400,LED
NECB 2015,Space Function,Office enclosed <= 25 m2,3,999,12.0,21,23,47,400,LED
NECB 2015,Space Function,Office enclosed > 25 m2,1,2,12.0,21,23,47,400,LED
NECB 2015,Space Function,Office enclosed > 25 m2,3,999,12.0,21,23,47,400,LED
NECB 2015,Space Function,Office open plan,1,2,10.6,21,23,47,400,LED
NECB 2015,Space Function,Office open plan,3,999,10.6,21,23,47,400,LED
NECB 2015,Space Function,Pharmacy area,1,1,18.1,25,23,47,400,LED
NECB 2015,Space Function,Sales area,1,1,15.5,25,39,46,500,LED
NECB 2015,Space Function,Seating area general-sch-A,1,1,5.9,22,24,49,150,LED
NECB 2015,Space Function,Seating area general-sch-B,1,1,5.9,22,24,49,150,LED
NECB 2015,Space Function,Seating area general-sch-C,1,1,5.9,22,24,49,150,LED
NECB 2015,Space Function,Seating area general-sch-D,1,1,5.9,22,24,49,150,LED
NECB 2015,Space Function,Seating area general-sch-E,1,1,5.9,22,24,49,150,LED
NECB 2015,Space Function,Seating area general-sch-F,1,1,5.9,22,24,49,150,LED
NECB 2015,Space Function,Seating area general-sch-G,1,1,5.9,22,24,49,150,LED
NECB 2015,Space Function,Seating area general-sch-H,1,1,5.9,22,24,49,150,LED
NECB 2015,Space Function,Seating area general-sch-I,1,1,5.9,22,24,49,150,LED
NECB 2015,Space Function,Seating area general-sch-J,1,1,5.9,22,24,49,150,LED
NECB 2015,Space Function,Seating area general-sch-K,1,1,5.9,22,24,49,150,LED
NECB 2015,Space Function,Stairway/Stairwell-sch-A,1,1,7.4,29,38,49,150,LED
NECB 2015,Space Function,Stairway/Stairwell-sch-B,1,1,7.4,29,38,49,150,LED
NECB 2015,Space Function,Stairway/Stairwell-sch-C,1,1,7.4,29,38,49,150,LED
NECB 2015,Space Function,Stairway/Stairwell-sch-D,1,1,7.4,29,38,49,150,LED
NECB 2015,Space Function,Stairway/Stairwell-sch-E,1,1,7.4,29,38,49,150,LED
NECB 2015,Space Function,Stairway/Stairwell-sch-F,1,1,7.4,29,38,49,150,LED
NECB 2015,Space Function,Stairway/Stairwell-sch-G,1,1,7.4,29,38,49,150,LED
NECB 2015,Space Function,Stairway/Stairwell-sch-H,1,1,7.4,29,38,49,150,LED
NECB 2015,Space Function,Stairway/Stairwell-sch-I,1,1,7.4,29,38,49,150,LED
NECB 2015,Space Function,Stairway/Stairwell-sch-J,1,1,7.4,29,38,49,150,LED
NECB 2015,Space Function,Stairway/Stairwell-sch-K,1,1,7.4,29,38,49,150,LED
NECB 2015,Space Function,Storage garage interior,1,1,2.1,29,44,49,75,LED
NECB 2015,Space Function,Storage room < 5 m2-sch-A,1,1,13.3,29,44,49,100,LED
NECB 2015,Space Function,Storage room < 5 m2-sch-B,1,1,13.3,29,44,49,100,LED
NECB 2015,Space Function,Storage room < 5 m2-sch-C,1,1,13.3,29,44,49,100,LED
NECB 2015,Space Function,Storage room < 5 m2-sch-D,1,1,13.3,29,44,49,100,LED
NECB 2015,Space Function,Storage room < 5 m2-sch-E,1,1,13.3,29,44,49,100,LED
NECB 2015,Space Function,Storage room < 5 m2-sch-F,1,1,13.3,29,44,49,100,LED
NECB 2015,Space Function,Storage room < 5 m2-sch-G,1,1,13.3,29,44,49,100,LED
NECB 2015,Space Function,Storage room < 5 m2-sch-H,1,1,13.3,29,44,49,100,LED
NECB 2015,Space Function,Storage room < 5 m2-sch-I,1,1,13.3,29,44,49,100,LED
NECB 2015,Space Function,Storage room < 5 m2-sch-J,1,1,13.3,29,44,49,100,LED
NECB 2015,Space Function,Storage room < 5 m2-sch-K,1,1,13.3,29,44,49,100,LED
NECB 2015,Space Function,Storage room <= 5 m2 <= 100 m2-sch-A,1,1,6.8,29,44,49,100,LED
NECB 2015,Space Function,Storage room <= 5 m2 <= 100 m2-sch-B,1,1,6.8,29,44,49,100,LED
NECB 2015,Space Function,Storage room <= 5 m2 <= 100 m2-sch-C,1,1,6.8,29,44,49,100,LED
NECB 2015,Space Function,Storage room <= 5 m2 <= 100 m2-sch-D,1,1,6.8,29,44,49,100,LED
NECB 2015,Space Function,Storage room <= 5 m2 <= 100 m2-sch-E,1,1,6.8,29,44,49,100,LED
NECB 2015,Space Function,Storage room <= 5 m2 <= 100 m2-sch-F,1,1,6.8,29,44,49,100,LED
NECB 2015,Space Function,Storage room <= 5 m2 <= 100 m2-sch-G,1,1,6.8,29,44,49,100,LED
NECB 2015,Space Function,Storage room <= 5 m2 <= 100 m2-sch-H,1,1,6.8,29,44,49,100,LED
NECB 2015,Space Function,Storage room <= 5 m2 <= 100 m2-sch-I,1,1,6.8,29,44,49,100,LED
NECB 2015,Space Function,Storage room <= 5 m2 <= 100 m2-sch-J,1,1,6.8,29,44,49,100,LED
NECB 2015,Space Function,Storage room <= 5 m2 <= 100 m2-sch-K,1,1,6.8,29,44,49,100,LED
NECB 2015,Space Function,Storage room > 100 m2-sch-A,1,1,6.8,29,44,49,100,LED
NECB 2015,Space Function,Storage room > 100 m2-sch-B,1,1,6.8,29,44,49,100,LED
NECB 2015,Space Function,Storage room > 100 m2-sch-C,1,1,6.8,29,44,49,100,LED
NECB 2015,Space Function,Storage room > 100 m2-sch-D,1,1,6.8,29,44,49,100,LED
NECB 2015,Space Function,Storage room > 100 m2-sch-E,1,1,6.8,29,44,49,100,LED
NECB 2015,Space Function,Storage room > 100 m2-sch-F,1,1,6.8,29,44,49,100,LED
NECB 2015,Space Function,Storage room > 100 m2-sch-G,1,1,6.8,29,44,49,100,LED
NECB 2015,Space Function,Storage room > 100 m2-sch-H,1,1,6.8,29,44,49,100,LED
NECB 2015,Space Function,Storage room > 100 m2-sch-I,1,1,6.8,29,44,49,100,LED
NECB 2015,Space Function,Storage room > 100 m2-sch-J,1,1,6.8,29,44,49,100,LED
NECB 2015,Space Function,Storage room > 100 m2-sch-K,1,1,6.8,29,44,49,100,LED
NECB 2015,Space Function,Vehicle maintenance area,1,1,7.3,56,44,54,500,LED
NECB 2015,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-A,1,1,13.1,22,38,49,150,LED
NECB 2015,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-B,1,1,13.1,22,38,49,150,LED
NECB 2015,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-C,1,1,13.1,22,38,49,150,LED
NECB 2015,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-D,1,1,13.1,22,38,49,150,LED
NECB 2015,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-E,1,1,13.1,22,38,49,150,LED
NECB 2015,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-F,1,1,13.1,22,38,49,150,LED
NECB 2015,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-G,1,1,13.1,22,38,49,150,LED
NECB 2015,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-H,1,1,13.1,22,38,49,150,LED
NECB 2015,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-I,1,1,13.1,22,38,49,150,LED
NECB 2015,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-J,1,1,13.1,22,38,49,150,LED
NECB 2015,Space Function,Washroom - space designed to ANSI/IES RP-28 (used primarily by residents)-sch-K,1,1,13.1,22,38,49,150,LED
NECB 2015,Space Function,Washroom - other-sch-A,1,1,10.5,22,38,49,150,LED
NECB 2015,Space Function,Washroom - other-sch-B,1,1,10.5,22,38,49,150,LED
NECB 2015,Space Function,Washroom - other-sch-C,1,1,10.5,22,38,49,150,LED
NECB 2015,Space Function,Washroom - other-sch-D,1,1,10.5,22,38,49,150,LED
NECB 2015,Space Function,Washroom - other-sch-E,1,1,10.5,22,38,49,150,LED
NECB 2015,Space Function,Washroom - other-sch-F,1,1,10.5,22,38,49,150,LED
NECB 2015,Space Function,Washroom - other-sch-G,1,1,10.5,22,38,49,150,LED
NECB 2015,Space Function,Washroom - other-sch-H,1,1,10.5,22,38,49,150,LED
NECB 2015,Space Function,Washroom - other-sch-I,1,1,10.5,22,38,49,150,LED
NECB 2015,Space Function,Washroom - other-sch-J,1,1,10.5,22,38,49,150,LED
NECB 2015,Space Function,Washroom - other-sch-K,1,1,10.5,22,38,49,150,LED
NECB 2015,Space Function,Workshop,1,1,17.2,25,39,46,500,LED
NECB 2015,Space Function,Convention centre exhibit space,1,1,15.7,25,39,46,500,LED
NECB 2015,Space Function,Dormitory living quarters,1,1,4.2,22,24,55,125,LED
NECB 2015,Space Function,Dwelling units general,1,4,5.0,22,24,55,125,LED
NECB 2015,Space Function,Dwelling units general,5,999,5.0,22,24,55,125,LED
NECB 2015,Space Function,Dwelling units long-term,1,4,5.0,21,23,55,300,LED
NECB 2015,Space Function,Dwelling units long-term,5,999,5.0,21,23,55,300,LED
NECB 2015,Space Function,Fire station sleeping quarters,1,1,2.4,22,24,49,150,LED
NECB 2015,Space Function,Gymnasium/Fitness centre exercise area,1,1,7.8,21,39,47,350,LED
NECB 2015,Space Function,Gymnasium/Fitness centre playing area,1,1,13.0,21,39,47,350,LED
NECB 2015,Space Function,Health care facility exam/treatment room,1,1,18.0,26,41,53,600,LED
NECB 2015,Space Function,Health care facility imaging room,1,1,16.3,21,40,48,225,LED
NECB 2015,Space Function,Health care facility medical supply room,1,1,8.0,25,39,46,400,LED
NECB 2015,Space Function,Health care facility nursery,1,1,9.5,25,23,47,400,LED
NECB 2015,Space Function,Health care facility nurses station,1,1,7.6,25,23,47,400,LED
NECB 2015,Space Function,Health care facility operating room,1,1,26.8,27,42,51,1000,LED
NECB 2015,Space Function,Health care facility patient room,1,1,6.7,21,23,47,400,LED
NECB 2015,Space Function,Health care facility physical therapy room,1,1,9.9,21,23,47,350,LED
NECB 2015,Space Function,Health care facility recovery room,1,1,12.4,21,23,48,250,LED
NECB 2015,Space Function,Library reading area,1,1,11.5,25,39,55,500,LED
NECB 2015,Space Function,Library reading area,2,999,11.5,25,39,55,500,LED
NECB 2015,Space Function,Library stacks,1,1,18.4,25,39,55,500,LED
NECB 2015,Space Function,Library stacks,2,999,18.4,25,39,55,500,LED
NECB 2015,Space Function,Manufacturing facility equipment room,1,1,8.0,33,41,53,600,LED
NECB 2015,Space Function,detailed manufacturing area,1,1,13.9,33,41,53,600,LED
NECB 2015,Space Function,Manufacturing facility extra high bay area (> 15 m floor-to-ceiling height),1,1,11.3,28,39,46,400,LED
NECB 2015,Space Function,Manufacturing facility high bay area (7.5 to 15 m floor-to-ceiling height),1,1,13.3,28,39,46,400,LED
NECB 2015,Space Function,Manufacturing facility low bay area (< 7.5 m floor-to-ceiling height),1,1,12.9,28,39,46,400,LED
